Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
43.0,1,559.0,1,10.0,4.0,1,1.0,448.0,3.0,0,82.0,2.0,2.0,2,3.0,0,5257.0,6227.0,1.0,0,0,11.0,3.0,2.0,80.0,1.0,9.0,3.0,4.0,9.0,7.0,0.0,0.0,0
27.0,0,210.0,2,1.0,1.0,2,1.0,449.0,3.0,1,73.0,3.0,2.0,7,2.0,1,6349.0,22107.0,0.0,0,1,13.0,3.0,4.0,80.0,1.0,6.0,0.0,3.0,5.0,4.0,1.0,4.0,0
54.0,1,928.0,1,20.0,4.0,1,1.0,450.0,4.0,0,31.0,3.0,2.0,6,3.0,2,4869.0,16885.0,3.0,0,0,12.0,3.0,4.0,80.0,0.0,20.0,4.0,2.0,4.0,3.0,0.0,3.0,0
43.0,2,1001.0,1,7.0,3.0,1,1.0,451.0,3.0,0,43.0,3.0,3.0,0,1.0,1,9985.0,9262.0,8.0,0,0,16.0,3.0,1.0,80.0,1.0,10.0,1.0,2.0,1.0,0.0,0.0,0.0,0
45.0,2,549.0,1,8.0,4.0,4,1.0,452.0,4.0,1,75.0,3.0,2.0,6,4.0,1,3697.0,9278.0,9.0,0,0,14.0,3.0,1.0,80.0,2.0,12.0,3.0,3.0,10.0,9.0,9.0,8.0,0
40.0,2,1124.0,2,1.0,2.0,3,1.0,453.0,2.0,1,57.0,1.0,2.0,7,4.0,1,7457.0,13273.0,2.0,0,1,22.0,4.0,3.0,80.0,3.0,6.0,2.0,2.0,4.0,3.0,0.0,2.0,0
29.0,2,318.0,1,8.0,4.0,4,1.0,454.0,2.0,1,77.0,1.0,1.0,2,1.0,1,2119.0,4759.0,1.0,0,1,11.0,3.0,4.0,80.0,0.0,7.0,4.0,2.0,7.0,7.0,0.0,7.0,1
29.0,2,738.0,1,9.0,5.0,4,1.0,455.0,2.0,1,30.0,2.0,1.0,2,4.0,2,3983.0,7621.0,0.0,0,0,17.0,3.0,3.0,80.0,0.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,0
30.0,2,570.0,2,5.0,3.0,2,1.0,456.0,4.0,0,30.0,2.0,2.0,7,3.0,0,6118.0,5431.0,1.0,0,0,13.0,3.0,3.0,80.0,3.0,10.0,2.0,3.0,10.0,9.0,1.0,2.0,0
27.0,2,1130.0,2,8.0,4.0,2,1.0,458.0,2.0,0,56.0,3.0,2.0,7,2.0,1,6214.0,3415.0,1.0,0,0,18.0,3.0,1.0,80.0,1.0,8.0,3.0,3.0,8.0,7.0,0.0,7.0,0
37.0,2,1192.0,1,5.0,2.0,3,1.0,460.0,4.0,1,61.0,3.0,2.0,4,4.0,0,6347.0,23177.0,7.0,0,0,16.0,3.0,3.0,80.0,2.0,8.0,2.0,2.0,6.0,2.0,0.0,4.0,0
38.0,2,343.0,1,15.0,2.0,1,1.0,461.0,3.0,1,92.0,2.0,3.0,5,4.0,0,11510.0,15682.0,0.0,0,1,14.0,3.0,2.0,80.0,1.0,12.0,3.0,3.0,11.0,10.0,2.0,9.0,0
31.0,2,1232.0,1,7.0,4.0,3,1.0,462.0,3.0,0,39.0,3.0,3.0,4,4.0,2,7143.0,25713.0,1.0,0,1,14.0,3.0,3.0,80.0,0.0,11.0,2.0,2.0,11.0,9.0,4.0,10.0,0
29.0,2,144.0,2,10.0,1.0,2,1.0,463.0,4.0,0,39.0,2.0,2.0,7,2.0,0,8268.0,11866.0,1.0,0,1,14.0,3.0,1.0,80.0,2.0,7.0,2.0,3.0,7.0,7.0,1.0,7.0,0
35.0,2,1296.0,1,5.0,4.0,5,1.0,464.0,3.0,1,62.0,3.0,3.0,4,2.0,2,8095.0,18264.0,0.0,0,0,13.0,3.0,4.0,80.0,0.0,17.0,5.0,3.0,16.0,6.0,0.0,13.0,0
23.0,2,1309.0,1,26.0,1.0,1,1.0,465.0,3.0,1,83.0,3.0,1.0,6,4.0,0,2904.0,16092.0,1.0,0,0,12.0,3.0,3.0,80.0,2.0,4.0,2.0,2.0,4.0,2.0,0.0,2.0,0
41.0,2,483.0,1,6.0,3.0,3,1.0,466.0,4.0,1,95.0,2.0,2.0,4,2.0,2,6032.0,10110.0,6.0,0,1,15.0,3.0,4.0,80.0,0.0,8.0,3.0,3.0,5.0,4.0,1.0,2.0,0
47.0,1,1309.0,2,4.0,1.0,3,1.0,467.0,2.0,1,99.0,3.0,2.0,8,3.0,2,2976.0,25751.0,3.0,0,0,19.0,3.0,1.0,80.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0
42.0,2,810.0,1,23.0,5.0,1,1.0,468.0,1.0,0,44.0,3.0,4.0,5,4.0,2,15992.0,15901.0,2.0,0,0,14.0,3.0,2.0,80.0,0.0,16.0,2.0,3.0,1.0,0.0,0.0,0.0,0
29.0,0,746.0,2,2.0,3.0,1,1.0,469.0,4.0,1,61.0,3.0,2.0,7,3.0,1,4649.0,16928.0,1.0,0,0,14.0,3.0,1.0,80.0,1.0,4.0,3.0,2.0,4.0,3.0,0.0,2.0,0
42.0,2,544.0,0,2.0,1.0,5,1.0,470.0,3.0,1,52.0,3.0,1.0,1,3.0,0,2696.0,24017.0,0.0,0,1,11.0,3.0,3.0,80.0,1.0,4.0,5.0,3.0,3.0,2.0,1.0,0.0,0
32.0,2,1062.0,1,2.0,3.0,3,1.0,471.0,3.0,0,75.0,3.0,1.0,2,2.0,1,2370.0,3956.0,1.0,0,0,13.0,3.0,3.0,80.0,1.0,8.0,4.0,3.0,8.0,0.0,0.0,7.0,0
48.0,2,530.0,2,29.0,1.0,3,1.0,473.0,1.0,0,91.0,3.0,3.0,3,3.0,1,12504.0,23978.0,3.0,0,0,21.0,4.0,2.0,80.0,1.0,15.0,3.0,1.0,0.0,0.0,0.0,0.0,0
37.0,2,1319.0,1,6.0,3.0,3,1.0,474.0,3.0,1,51.0,4.0,2.0,6,1.0,0,5974.0,17001.0,4.0,0,1,13.0,3.0,1.0,80.0,2.0,13.0,2.0,3.0,7.0,7.0,6.0,7.0,0
30.0,0,641.0,2,25.0,2.0,5,1.0,475.0,4.0,0,85.0,3.0,2.0,7,3.0,1,4736.0,6069.0,7.0,0,1,12.0,3.0,2.0,80.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,0
26.0,2,933.0,2,1.0,3.0,1,1.0,476.0,3.0,1,57.0,3.0,2.0,7,3.0,1,5296.0,20156.0,1.0,0,0,17.0,3.0,2.0,80.0,1.0,8.0,3.0,3.0,8.0,7.0,7.0,7.0,0
42.0,2,1332.0,1,2.0,4.0,4,1.0,477.0,1.0,1,98.0,2.0,2.0,0,4.0,2,6781.0,17078.0,3.0,0,0,23.0,4.0,2.0,80.0,0.0,14.0,6.0,3.0,1.0,0.0,0.0,0.0,0
21.0,1,756.0,2,1.0,1.0,5,1.0,478.0,1.0,0,99.0,2.0,1.0,8,2.0,2,2174.0,9150.0,1.0,0,1,11.0,3.0,3.0,80.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1
36.0,0,845.0,2,1.0,5.0,3,1.0,479.0,4.0,0,45.0,3.0,2.0,7,4.0,2,6653.0,15276.0,4.0,0,0,15.0,3.0,2.0,80.0,0.0,7.0,6.0,3.0,1.0,0.0,0.0,0.0,0
36.0,1,541.0,2,3.0,4.0,3,1.0,481.0,1.0,1,48.0,2.0,3.0,7,4.0,1,9699.0,7246.0,4.0,0,0,11.0,3.0,1.0,80.0,1.0,16.0,2.0,3.0,13.0,9.0,1.0,12.0,0
57.0,2,593.0,1,1.0,4.0,3,1.0,482.0,4.0,1,88.0,3.0,2.0,0,3.0,1,6755.0,2967.0,2.0,0,0,11.0,3.0,3.0,80.0,0.0,15.0,2.0,3.0,3.0,2.0,1.0,2.0,0
40.0,2,1171.0,1,10.0,4.0,1,1.0,483.0,4.0,0,46.0,4.0,1.0,2,3.0,1,2213.0,22495.0,3.0,0,1,13.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,7.0,7.0,1.0,7.0,0
21.0,0,895.0,2,9.0,2.0,3,1.0,484.0,1.0,1,39.0,3.0,1.0,8,4.0,2,2610.0,2851.0,1.0,0,0,24.0,4.0,3.0,80.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,0
33.0,2,350.0,2,5.0,3.0,2,1.0,485.0,4.0,0,34.0,3.0,1.0,8,3.0,2,2851.0,9150.0,1.0,0,1,13.0,3.0,2.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1
37.0,2,921.0,1,10.0,3.0,3,1.0,486.0,3.0,0,98.0,3.0,1.0,2,1.0,1,3452.0,17663.0,6.0,0,0,20.0,4.0,2.0,80.0,1.0,17.0,3.0,3.0,5.0,4.0,0.0,3.0,0
46.0,0,1144.0,1,7.0,4.0,3,1.0,487.0,3.0,0,30.0,3.0,2.0,4,3.0,1,5258.0,16044.0,2.0,0,0,14.0,3.0,3.0,80.0,0.0,7.0,2.0,4.0,1.0,0.0,0.0,0.0,0
41.0,1,143.0,2,4.0,3.0,2,1.0,488.0,1.0,1,56.0,3.0,2.0,7,2.0,2,9355.0,9558.0,1.0,0,0,18.0,3.0,3.0,80.0,0.0,8.0,5.0,3.0,8.0,7.0,7.0,7.0,1
50.0,2,1046.0,1,10.0,3.0,5,1.0,491.0,4.0,1,100.0,2.0,3.0,0,4.0,2,10496.0,2755.0,6.0,0,0,15.0,3.0,4.0,80.0,0.0,20.0,2.0,3.0,4.0,3.0,1.0,3.0,0
40.0,2,575.0,2,22.0,2.0,2,1.0,492.0,3.0,1,68.0,2.0,2.0,7,3.0,1,6380.0,6110.0,2.0,0,1,12.0,3.0,1.0,80.0,2.0,8.0,6.0,3.0,6.0,4.0,1.0,0.0,1
31.0,2,408.0,1,9.0,4.0,1,1.0,493.0,3.0,1,42.0,2.0,1.0,6,2.0,2,2657.0,7551.0,0.0,0,1,16.0,3.0,4.0,80.0,0.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,0
21.0,2,156.0,2,12.0,3.0,1,1.0,494.0,3.0,0,90.0,4.0,1.0,8,2.0,2,2716.0,25422.0,1.0,0,0,15.0,3.0,4.0,80.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1
29.0,2,1283.0,1,23.0,3.0,1,1.0,495.0,4.0,1,54.0,3.0,1.0,6,4.0,2,2201.0,18168.0,9.0,0,0,16.0,3.0,4.0,80.0,0.0,6.0,4.0,3.0,3.0,2.0,1.0,2.0,0
35.0,2,755.0,1,9.0,4.0,1,1.0,496.0,3.0,1,97.0,2.0,2.0,0,2.0,2,6540.0,19394.0,9.0,0,0,19.0,3.0,3.0,80.0,0.0,10.0,5.0,3.0,1.0,1.0,0.0,0.0,0
27.0,2,1469.0,1,1.0,2.0,3,1.0,497.0,4.0,1,82.0,3.0,1.0,2,2.0,0,3816.0,17881.0,1.0,0,0,11.0,3.0,2.0,80.0,1.0,5.0,2.0,3.0,5.0,2.0,0.0,4.0,0
28.0,2,304.0,2,9.0,4.0,1,1.0,498.0,2.0,1,92.0,3.0,2.0,7,4.0,2,5253.0,20750.0,1.0,0,0,16.0,3.0,4.0,80.0,0.0,7.0,1.0,3.0,7.0,5.0,0.0,7.0,0
49.0,2,1261.0,1,7.0,3.0,4,1.0,499.0,2.0,1,31.0,2.0,3.0,0,3.0,2,10965.0,12066.0,8.0,0,0,24.0,4.0,3.0,80.0,0.0,26.0,2.0,3.0,5.0,2.0,0.0,0.0,0
51.0,2,1178.0,2,14.0,2.0,1,1.0,500.0,3.0,0,87.0,3.0,2.0,7,4.0,1,4936.0,14862.0,4.0,0,0,11.0,3.0,3.0,80.0,1.0,18.0,2.0,2.0,7.0,7.0,0.0,7.0,0
36.0,2,329.0,1,2.0,3.0,1,1.0,501.0,4.0,0,96.0,3.0,1.0,6,3.0,1,2543.0,11868.0,4.0,0,0,13.0,3.0,2.0,80.0,1.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,0
34.0,0,1362.0,2,19.0,3.0,2,1.0,502.0,1.0,1,67.0,4.0,2.0,7,4.0,2,5304.0,4652.0,8.0,0,1,13.0,3.0,2.0,80.0,0.0,9.0,3.0,2.0,5.0,2.0,0.0,4.0,1
55.0,2,1311.0,1,2.0,3.0,1,1.0,505.0,3.0,0,97.0,3.0,4.0,3,4.0,2,16659.0,23258.0,2.0,0,1,13.0,3.0,3.0,80.0,0.0,30.0,2.0,3.0,5.0,4.0,1.0,2.0,0
24.0,2,1371.0,2,10.0,4.0,2,1.0,507.0,4.0,0,77.0,3.0,2.0,7,3.0,0,4260.0,5915.0,1.0,0,1,12.0,3.0,4.0,80.0,1.0,5.0,2.0,4.0,5.0,2.0,0.0,3.0,0
30.0,2,202.0,2,2.0,1.0,5,1.0,508.0,3.0,1,72.0,3.0,1.0,8,2.0,1,2476.0,17434.0,1.0,0,0,18.0,3.0,1.0,80.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0
26.0,1,575.0,1,3.0,1.0,5,1.0,510.0,3.0,1,73.0,3.0,1.0,6,1.0,2,3102.0,6582.0,0.0,0,0,22.0,4.0,3.0,80.0,0.0,7.0,2.0,3.0,6.0,4.0,0.0,4.0,1
22.0,2,253.0,1,11.0,3.0,3,1.0,511.0,1.0,0,43.0,3.0,1.0,6,2.0,1,2244.0,24440.0,1.0,0,0,13.0,3.0,4.0,80.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,0
36.0,2,164.0,2,2.0,2.0,3,1.0,513.0,2.0,1,61.0,2.0,3.0,7,3.0,1,7596.0,3809.0,1.0,0,0,13.0,3.0,2.0,80.0,2.0,10.0,2.0,3.0,10.0,9.0,9.0,0.0,0
30.0,1,464.0,1,4.0,3.0,5,1.0,514.0,3.0,1,40.0,3.0,1.0,6,4.0,2,2285.0,3427.0,9.0,0,1,23.0,4.0,3.0,80.0,0.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,1
37.0,2,1107.0,1,14.0,3.0,1,1.0,515.0,4.0,0,95.0,3.0,1.0,2,1.0,0,3034.0,26914.0,1.0,0,0,12.0,3.0,3.0,80.0,1.0,18.0,2.0,2.0,18.0,7.0,12.0,17.0,0
40.0,2,759.0,2,2.0,2.0,2,1.0,516.0,4.0,0,46.0,3.0,2.0,7,2.0,0,5715.0,22553.0,7.0,0,0,12.0,3.0,3.0,80.0,2.0,8.0,5.0,3.0,5.0,4.0,1.0,3.0,0
42.0,2,201.0,1,1.0,4.0,1,1.0,517.0,2.0,0,95.0,3.0,1.0,2,1.0,0,2576.0,20490.0,3.0,0,0,16.0,3.0,2.0,80.0,1.0,8.0,5.0,3.0,5.0,2.0,1.0,2.0,0
37.0,2,1305.0,1,10.0,4.0,1,1.0,518.0,3.0,1,49.0,3.0,2.0,4,2.0,2,4197.0,21123.0,2.0,0,1,12.0,3.0,4.0,80.0,0.0,18.0,2.0,2.0,1.0,0.0,0.0,1.0,0
43.0,2,982.0,1,12.0,3.0,1,1.0,520.0,1.0,1,59.0,2.0,4.0,5,2.0,0,14336.0,4345.0,1.0,0,0,11.0,3.0,3.0,80.0,1.0,25.0,3.0,3.0,25.0,10.0,3.0,9.0,0
40.0,2,555.0,1,2.0,3.0,3,1.0,521.0,2.0,0,78.0,2.0,2.0,2,3.0,1,3448.0,13436.0,6.0,0,0,22.0,4.0,2.0,80.0,1.0,20.0,3.0,3.0,1.0,0.0,0.0,0.0,0
54.0,2,821.0,1,5.0,2.0,3,1.0,522.0,1.0,1,86.0,3.0,5.0,5,1.0,1,19406.0,8509.0,4.0,0,0,11.0,3.0,3.0,80.0,1.0,24.0,4.0,2.0,4.0,2.0,1.0,2.0,0
34.0,0,1381.0,2,4.0,4.0,2,1.0,523.0,3.0,0,72.0,3.0,2.0,7,3.0,1,6538.0,12740.0,9.0,0,0,15.0,3.0,1.0,80.0,1.0,6.0,3.0,3.0,3.0,2.0,1.0,2.0,0
31.0,2,480.0,1,7.0,2.0,3,1.0,524.0,2.0,0,31.0,3.0,2.0,4,1.0,1,4306.0,4156.0,1.0,0,0,12.0,3.0,2.0,80.0,1.0,13.0,5.0,1.0,13.0,10.0,3.0,12.0,0
43.0,1,313.0,1,21.0,3.0,3,1.0,525.0,4.0,1,61.0,3.0,1.0,2,4.0,1,2258.0,15238.0,7.0,0,0,20.0,4.0,1.0,80.0,1.0,8.0,1.0,3.0,3.0,2.0,1.0,2.0,0
43.0,2,1473.0,1,8.0,4.0,4,1.0,526.0,3.0,0,74.0,3.0,2.0,0,3.0,0,4522.0,2227.0,4.0,0,1,14.0,3.0,4.0,80.0,0.0,8.0,3.0,3.0,5.0,2.0,0.0,2.0,0
25.0,2,891.0,2,4.0,2.0,1,1.0,527.0,2.0,0,99.0,2.0,2.0,7,4.0,2,4487.0,12090.0,1.0,0,1,11.0,3.0,2.0,80.0,0.0,5.0,3.0,3.0,5.0,4.0,1.0,3.0,0
37.0,0,1063.0,1,25.0,5.0,3,1.0,529.0,2.0,0,72.0,3.0,2.0,6,3.0,1,4449.0,23866.0,3.0,0,1,15.0,3.0,1.0,80.0,2.0,15.0,2.0,3.0,13.0,11.0,10.0,7.0,0
31.0,2,329.0,1,1.0,2.0,1,1.0,530.0,4.0,1,98.0,2.0,1.0,2,1.0,1,2218.0,16193.0,1.0,0,0,12.0,3.0,3.0,80.0,1.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,0
39.0,1,1218.0,1,1.0,1.0,1,1.0,531.0,2.0,1,52.0,3.0,5.0,3,3.0,0,19197.0,8213.0,1.0,0,1,14.0,3.0,3.0,80.0,1.0,21.0,3.0,3.0,21.0,8.0,1.0,6.0,0
56.0,1,906.0,2,6.0,3.0,1,1.0,532.0,3.0,0,86.0,4.0,4.0,7,1.0,1,13212.0,18256.0,9.0,0,0,11.0,3.0,4.0,80.0,3.0,36.0,0.0,2.0,7.0,7.0,7.0,7.0,0
30.0,2,1082.0,2,12.0,3.0,5,1.0,533.0,2.0,0,83.0,3.0,2.0,7,3.0,2,6577.0,19558.0,0.0,0,0,11.0,3.0,2.0,80.0,0.0,6.0,6.0,3.0,5.0,4.0,4.0,4.0,0
41.0,2,645.0,2,1.0,3.0,2,1.0,534.0,2.0,1,49.0,4.0,3.0,7,1.0,1,8392.0,19566.0,1.0,0,0,16.0,3.0,3.0,80.0,1.0,10.0,2.0,3.0,10.0,7.0,0.0,7.0,0
28.0,2,1300.0,1,17.0,2.0,3,1.0,536.0,3.0,1,79.0,3.0,2.0,2,1.0,0,4558.0,13535.0,1.0,0,0,12.0,3.0,4.0,80.0,1.0,10.0,2.0,3.0,10.0,0.0,1.0,8.0,0
25.0,2,688.0,1,3.0,3.0,3,1.0,538.0,1.0,1,91.0,3.0,1.0,2,1.0,1,4031.0,9396.0,5.0,0,0,13.0,3.0,3.0,80.0,1.0,6.0,5.0,3.0,2.0,2.0,0.0,2.0,1
52.0,2,319.0,1,3.0,3.0,3,1.0,543.0,4.0,1,39.0,2.0,3.0,4,3.0,1,7969.0,19609.0,2.0,0,1,14.0,3.0,3.0,80.0,0.0,28.0,4.0,3.0,5.0,4.0,0.0,4.0,0
45.0,2,192.0,1,10.0,2.0,1,1.0,544.0,1.0,1,69.0,3.0,1.0,6,4.0,1,2654.0,9655.0,3.0,0,0,21.0,4.0,4.0,80.0,2.0,8.0,3.0,2.0,2.0,2.0,0.0,2.0,0
52.0,2,1490.0,1,4.0,2.0,1,1.0,546.0,4.0,0,30.0,3.0,4.0,3,4.0,1,16555.0,10310.0,2.0,0,0,13.0,3.0,4.0,80.0,0.0,31.0,2.0,1.0,5.0,2.0,1.0,4.0,0
42.0,1,532.0,1,29.0,2.0,1,1.0,547.0,1.0,0,92.0,3.0,2.0,6,3.0,0,4556.0,12932.0,2.0,0,0,11.0,3.0,2.0,80.0,1.0,19.0,3.0,3.0,5.0,4.0,0.0,2.0,0
30.0,2,317.0,1,2.0,3.0,1,1.0,548.0,3.0,0,43.0,1.0,2.0,4,4.0,2,6091.0,24793.0,2.0,0,0,20.0,4.0,3.0,80.0,0.0,11.0,2.0,3.0,5.0,4.0,0.0,2.0,0
60.0,2,422.0,1,7.0,3.0,1,1.0,549.0,1.0,0,41.0,3.0,5.0,3,1.0,1,19566.0,3854.0,5.0,0,0,11.0,3.0,4.0,80.0,0.0,33.0,5.0,1.0,29.0,8.0,11.0,10.0,0
46.0,2,1485.0,1,18.0,3.0,3,1.0,550.0,3.0,0,87.0,3.0,2.0,4,3.0,0,4810.0,26314.0,2.0,0,0,14.0,3.0,3.0,80.0,1.0,19.0,5.0,2.0,10.0,7.0,0.0,8.0,0
42.0,1,1368.0,1,28.0,4.0,5,1.0,551.0,4.0,0,88.0,2.0,2.0,0,4.0,1,4523.0,4386.0,0.0,0,0,11.0,3.0,4.0,80.0,3.0,7.0,4.0,4.0,6.0,5.0,0.0,4.0,0
24.0,2,1448.0,2,1.0,1.0,5,1.0,554.0,1.0,0,62.0,3.0,1.0,8,2.0,2,3202.0,21972.0,1.0,0,1,16.0,3.0,2.0,80.0,0.0,6.0,4.0,3.0,5.0,3.0,1.0,4.0,1
34.0,1,296.0,2,6.0,2.0,2,1.0,555.0,4.0,0,33.0,1.0,1.0,8,3.0,0,2351.0,12253.0,0.0,0,0,16.0,3.0,4.0,80.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,1
38.0,1,1490.0,1,2.0,2.0,1,1.0,556.0,4.0,1,42.0,3.0,1.0,2,4.0,1,1702.0,12106.0,1.0,0,1,23.0,4.0,3.0,80.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0
40.0,2,1398.0,2,2.0,4.0,1,1.0,558.0,3.0,0,79.0,3.0,5.0,3,3.0,1,18041.0,13022.0,0.0,0,0,14.0,3.0,4.0,80.0,0.0,21.0,2.0,3.0,20.0,15.0,1.0,12.0,0
26.0,2,1349.0,1,23.0,3.0,1,1.0,560.0,1.0,0,90.0,3.0,1.0,6,4.0,0,2886.0,3032.0,1.0,0,0,22.0,4.0,2.0,80.0,2.0,3.0,3.0,1.0,3.0,2.0,0.0,2.0,0
30.0,0,1400.0,1,3.0,3.0,1,1.0,562.0,3.0,1,53.0,3.0,1.0,2,4.0,1,2097.0,16734.0,4.0,0,0,15.0,3.0,3.0,80.0,1.0,9.0,3.0,1.0,5.0,3.0,1.0,4.0,0
29.0,2,986.0,1,3.0,4.0,3,1.0,564.0,2.0,1,93.0,2.0,3.0,5,3.0,1,11935.0,21526.0,1.0,0,0,18.0,3.0,3.0,80.0,0.0,10.0,2.0,3.0,10.0,2.0,0.0,7.0,0
29.0,2,408.0,1,25.0,5.0,5,1.0,565.0,3.0,0,71.0,2.0,1.0,6,2.0,1,2546.0,18300.0,5.0,0,0,16.0,3.0,2.0,80.0,0.0,6.0,2.0,4.0,2.0,2.0,1.0,1.0,1
19.0,2,489.0,0,2.0,2.0,5,1.0,566.0,1.0,1,52.0,2.0,1.0,1,4.0,2,2564.0,18437.0,1.0,0,0,12.0,3.0,3.0,80.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1
30.0,0,1398.0,2,22.0,4.0,4,1.0,567.0,3.0,0,69.0,3.0,3.0,7,1.0,1,8412.0,2890.0,0.0,0,0,11.0,3.0,3.0,80.0,0.0,10.0,3.0,3.0,9.0,8.0,7.0,8.0,0
57.0,2,210.0,2,29.0,3.0,2,1.0,568.0,1.0,1,56.0,2.0,4.0,3,4.0,0,14118.0,22102.0,3.0,0,0,12.0,3.0,3.0,80.0,1.0,32.0,3.0,2.0,1.0,0.0,0.0,0.0,0
50.0,2,1099.0,1,29.0,4.0,1,1.0,569.0,2.0,1,88.0,2.0,4.0,3,3.0,1,17046.0,9314.0,0.0,0,0,15.0,3.0,2.0,80.0,1.0,28.0,2.0,3.0,27.0,10.0,15.0,7.0,0
30.0,0,1116.0,1,2.0,3.0,3,1.0,571.0,3.0,0,49.0,3.0,1.0,2,4.0,2,2564.0,7181.0,0.0,0,0,14.0,3.0,3.0,80.0,0.0,12.0,2.0,2.0,11.0,7.0,6.0,7.0,0
60.0,1,1499.0,2,28.0,3.0,2,1.0,573.0,3.0,0,80.0,2.0,3.0,7,1.0,1,10266.0,2845.0,4.0,0,0,19.0,3.0,4.0,80.0,0.0,22.0,5.0,4.0,18.0,13.0,13.0,11.0,0
47.0,2,983.0,1,2.0,2.0,3,1.0,574.0,1.0,0,65.0,3.0,2.0,4,4.0,0,5070.0,7389.0,5.0,0,0,13.0,3.0,3.0,80.0,3.0,20.0,2.0,3.0,5.0,0.0,0.0,4.0,0
46.0,2,1009.0,1,2.0,3.0,1,1.0,575.0,1.0,1,51.0,3.0,4.0,5,3.0,1,17861.0,2288.0,6.0,0,0,13.0,3.0,3.0,80.0,0.0,26.0,2.0,1.0,3.0,2.0,0.0,1.0,0
35.0,2,144.0,1,22.0,3.0,1,1.0,577.0,4.0,1,46.0,1.0,1.0,2,3.0,2,4230.0,19225.0,0.0,0,0,15.0,3.0,3.0,80.0,0.0,6.0,2.0,3.0,5.0,4.0,4.0,3.0,0
54.0,2,548.0,1,8.0,4.0,1,1.0,578.0,3.0,0,42.0,3.0,2.0,2,3.0,2,3780.0,23428.0,7.0,0,0,11.0,3.0,3.0,80.0,0.0,19.0,3.0,3.0,1.0,0.0,0.0,0.0,0
34.0,2,1303.0,1,2.0,4.0,1,1.0,579.0,4.0,1,62.0,2.0,1.0,6,3.0,0,2768.0,8416.0,3.0,0,0,12.0,3.0,3.0,80.0,1.0,14.0,3.0,3.0,7.0,3.0,5.0,7.0,0
46.0,2,1125.0,2,10.0,3.0,2,1.0,580.0,3.0,0,94.0,2.0,3.0,7,4.0,1,9071.0,11563.0,2.0,0,1,19.0,3.0,3.0,80.0,1.0,15.0,3.0,3.0,3.0,2.0,1.0,2.0,0
31.0,2,1274.0,1,9.0,1.0,1,1.0,581.0,3.0,1,33.0,3.0,3.0,4,2.0,0,10648.0,14394.0,1.0,0,0,25.0,4.0,4.0,80.0,1.0,13.0,6.0,4.0,13.0,8.0,0.0,8.0,0
33.0,2,1277.0,1,15.0,1.0,3,1.0,582.0,2.0,1,56.0,3.0,3.0,3,3.0,1,13610.0,24619.0,7.0,0,1,12.0,3.0,4.0,80.0,0.0,15.0,2.0,4.0,7.0,6.0,7.0,7.0,1
33.0,2,587.0,1,10.0,1.0,3,1.0,584.0,1.0,1,38.0,1.0,1.0,2,4.0,0,3408.0,6705.0,7.0,0,0,13.0,3.0,1.0,80.0,3.0,8.0,2.0,3.0,4.0,3.0,1.0,3.0,1
30.0,2,413.0,2,7.0,1.0,2,1.0,585.0,4.0,1,57.0,3.0,1.0,8,2.0,2,2983.0,18398.0,0.0,0,0,14.0,3.0,1.0,80.0,0.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,0
35.0,2,1276.0,1,16.0,3.0,1,1.0,586.0,4.0,1,72.0,3.0,3.0,0,3.0,1,7632.0,14295.0,4.0,0,1,12.0,3.0,3.0,80.0,0.0,10.0,2.0,3.0,8.0,7.0,0.0,0.0,0
31.0,1,534.0,1,20.0,3.0,1,1.0,587.0,1.0,1,66.0,3.0,3.0,0,3.0,1,9824.0,22908.0,3.0,0,0,12.0,3.0,1.0,80.0,0.0,12.0,2.0,3.0,1.0,0.0,0.0,0.0,1
